id,snapshot_date,snapshot_batch,source_table,recorded_at,security,total_bid,total_ask,diff_percent,ppl_dominance,total_bid_splits,total_ask_splits,top_bid_qty,top_bid_price,current_bid_price,created_at
15,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",COOP.N0000,7836827,5572185,28.8974,-15.27,111,151,5126063,5.1,5.3,"2026-01-04 01:43:54"
16,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",JKH.N0000,7728917,5825154,24.6317,89.29,778,44,3604564,20.5,20.6,"2026-01-04 01:43:54"
17,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",TJL.N0000,190248,144214,24.1968,64.36,83,18,17904,39.5,39.8,"2026-01-04 01:43:54"
18,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",FCT.N0000,407142,314525,22.7481,43.12,78,31,23548,31,31.5,"2026-01-04 01:43:54"
19,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",HNB.X0000,42529,33394,21.4795,20,33,22,8523,312,313,"2026-01-04 01:43:54"
20,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",CALT.N0000,142391,113669,20.1712,34.33,45,22,11042,52.2,53,"2026-01-04 01:43:54"
21,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",COMB.X0000,33430,26954,19.3718,28.57,45,25,7853,185,187,"2026-01-04 01:43:54"
22,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",ONAL.N0000,36771,31420,14.5522,-3.23,15,16,10001,52.5,53,"2026-01-04 01:43:54"
23,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",CIND.N0000,27961,24125,13.7191,6.98,23,20,2186,221.5,226,"2026-01-04 01:43:54"
24,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",HHL.N0000,850242,751812,11.5767,39.07,105,46,550270,34,34.5,"2026-01-04 01:43:54"
25,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",GRAN.N0000,31318,27707,11.5301,-27.27,16,28,1155,430,431,"2026-01-04 01:43:54"
26,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",ODEL.N0000,93794,83727,10.7331,-9.8,23,28,33725,11,11.5,"2026-01-04 01:43:54"
27,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",CFVF.N0000,265084,242918,8.3619,49.43,65,22,48541,58,58.8,"2026-01-04 01:43:54"
28,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",PLR.N0000,559180,523397,6.3992,47.13,64,23,200743,29.4,30.3,"2026-01-04 01:43:54"
29,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",HNB.N0000,27479,25823,6.0264,14.29,28,21,7683,395,395,"2026-01-04 01:43:54"
30,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",MGT.N0000,155884,146681,5.9037,22.45,30,19,11951,42,43.5,"2026-01-04 01:43:54"
31,2025-10-31,01,bid_vs_ask_2025_10_31_01,"2025-10-31 09:32:12",EXT.N0000,582133,567434,2.525,-25,27,45,441800,7.6,7.7,"2026-01-04 01:43:54"
